videoId,title,author,viewCount,likes,dislikes,tags,lengthSeconds,IsEducational
IesIsKMjB4Y,Why graphene hasn’t taken over the world...yet,Verge Science,9690190,223979.0,5584.0,"graphene,scientific revolution,science,desalination,armor,carbon,research,chemistry,physics,steel,material,engineering,graphene production,facts,science experiments,amazing,list,experiment,nasa news,nasa,universe,education,space,spacex,mars,elon musk,verge science,the verge,vox,seeker,life noggin,Motherboard,Deep Look,Veritasium,SciShow,ASAP Science,Kurzgesagt,coal,graphite,diamond,electricity",463.0,0.0
iR4CFiuR3tQ,This Tesla Model S Owner Repairs His Own Car,CNBC,2311619,35010.0,3818.0,"CNBC,business news,finance stock,stock market,news channel,news station,breaking news,us news,world news,cable,cable news,finance news,money,money tips,financial news,Stock market news,stocks,Model 3,Model 3 tesla,tesla stock,tesla price,model x tesla,tesla stock Price,tesla flamethrower,tesla model s,tesla hacks,diy tesla repair,repairing your own tesla,tesla repair,tesla rebuild,tesla repair near me,tesla near me",329.0,0.0
x0MjZOR89Fk,"TRUE Cost of a Tesla Model 3 (After 10,000 Miles)",Andy Slye,1059927,16084.0,1578.0,"tesla model 3 cost of ownership,tesla model 3 cost of charging,model 3 cost,what is the cost of a tesla model 3,tesla model 3 true cost,how much does a tesla model cost,model 3 ownership cost,true cost of a tesla model 3,tesla model 3 cost,how much to charge a tesla,how much to charge a model 3,how much to charge tesla model 3,model 3 charging cost,tesla model 3 cost calculator,tesla model 3 cost breakdown,tesla model 3 cost to own,should i buy a tesla model 3",362.0,0.0
VFWbuKr5-I8,Why You Wouldn't Want to Fly On The Soviet Concorde - The TU-144 Story,Mustard,4718379,41514.0,5260.0,"Tupolev Tu-144,Concorde,concordski,konkordski,Supersonic Passanger Aircraft,Fastest Passanger Aircraft,fastest passanger airplane,Soviet Concorde,uncomfortable airplanes to fly in,most unreliable airplane,Russian Aviation,dangerous planes to fly in,Boeing 2707,supersonic transport aircraft (SST),Lockheed L-2000,Supersonic Airliners,tupolev,1973 Paris Airshow Crash,Tu-144 documentary,civil aviation,ty-144,Soviet Airliners,Aeroflot,Aviation History,Mustard",410.0,0.0
eyqwLiowZiU,How does a Stepper Motor work ?,Learn Engineering,1657101,27725.0,426.0,"stepper motor,variable reluctance motor,Hybrid motor,hafl stepping",353.0,
r15_6z9xryo,Inside The World's Only Private Boeing 787 Dreamliner!,Sam Chui,27031638,187261.0,16160.0,"Boeing787,Sam Chui,B787,Private Jet,Business Jet,Deer Air,Luxury Travel,UAS,Dubai Air Show",437.0,0.0
3SAxXUIre28,How does an Electric Car work ? | Tesla Model S,Learn Engineering,5203349,69301.0,2383.0,"electric car,Tesla Model S,Regenerative braking,inverter,Drive train,Tesla car,battery pack,induction motor",624.0,1.0
bf7BXwVeyWw,Why is our universe fine-tuned for life? | Brian Greene,TED,2180877,30735.0,1591.0,"Brian Greene,cosmos,physics,science,universe,TED2012,TED,TEDTalk,TEDTalks,TED Talk,TED Talks",1308.0,
q7v5NtV8v6I,Why Everything You Thought You Knew About Quantum Physics is Different - with Philip Ball,The Royal Institution,535451,6734.0,653.0,"Ri,Royal Institution,quantum,quantum physics,physics,theory,philip ball,lecture,universe,science",2567.0,1.0
CeuIop_j2bI,Quantum Computing 2018 Update,ExplainingComputers,169397,5743.0,169.0,"quantum computing,quantum,computing,quantum supremacy,what is a qubit,qubit,qubits,ibm q,ibm-q,ibm quantum computing,microsoft,microsoft quantum computing,google quantum computing,quantum ai,D-Wave Systems,D Wave Systems,D-Wave,D Wave,Alibaba,Alibana quantum computing,john preskill,quantum computing applications,quantum computing pioneers,IonQ,Quantum Circuits,Intel,Intel quantum computing,spin qubit,Intel spin qubit,Rigetti,ibm",876.0,1.0
p-MNSLsjjdo,The Quantum Experiment that Broke Reality | Space Time | PBS Digital Studios,PBS Space Time,3297234,47448.0,1772.0,"PBS Space Time,PBS,Space Time,Space,Time,Double Slit,Light Waves,Light,Photon,Electron,Buckminsterfullerine,bucky balls,electromagnetic field,electromagnetic,max planck,albert einstein,werner heisenberg,neils bohr,veritasium,quantum,physics,quantum physics,experiment,wavefunction,wave function,wave,particle",812.0,1.0
TgA2y-Bgi3c,The Mystery That Keeps Neil deGrasse Tyson Up At Night,The Late Show with Stephen Colbert,4480235,77313.0,2663.0,"The Late Show,Stephen Colbert,Colbert,Late Show,celebrities,late night,talk show,skits,bit,monologue,The Late Late Show,Late Late Show,letterman,david letterman,comedian,impressions,CBS,joke,jokes,funny,funny video,funny videos,humor,celebrity,celeb,hollywood,famous,James Corden,Corden,Comedy",541.0,0.0
zNzzGgr2mhk,How To Make a Quantum Bit,Veritasium,959890,20910.0,247.0,"veritasium,science,physics,quantum,bit,quantum bit,qubit,quantim computer,Quantum Mechanics (Idea),silicon,semiconductor,spin,Transistor (Invention),electron,spin up,spin down,microwaves,Electromagnetic Radiation (Invention),computer,solid state",471.0,
qaIghx4QRN4,Where are all the aliens? | Stephen Webb,TED,1876730,26568.0,2742.0,"TEDTalk,TEDTalks,astronomy,cosmos,universe,science,space,physics,time,exploration,planets",799.0,
F-nNTGK0wFw,Unanswered - Mysteries from the Mahabharata | Christopher Charles Doyle | TEDxYouth@NMS,TEDx Talks,1372918,21829.0,2963.0,"TEDxTalks,English,Humanities,Ancient world,Archeaology,Architecture,History",1099.0,
opqIa5Jiwuw,Neuroscientist Explains One Concept in 5 Levels of Difficulty | WIRED,WIRED,1950049,57891.0,874.0,"brain,explainer,neuroscience,science,scientist,wired,explanation,connectome,neuroscientist,bobby kasthuri,bob kasthuri,dr. kasthuri,argonne national laboratory,argonne,science explanation,study of the brain,neural map,explaining,connectdome entrepreneur,connect,dome,5 levels,5 levels of,5 levels of difficulty",583.0,
kF4ju6j6aLE,String theory - Brian Greene,TED-Ed,1731392,32819.0,620.0,"\Brian Greene\,\string,theory\,\superstring,TED,TED-Ed,\TED,Ed\,TEDEducation",1150.0,
0g9SlVdv1PY,Google's self-learning AI AlphaZero masters chess in 4 hours,ChessNetwork,910341,14695.0,538.0,"alphazero,alpha zero,alpha zero vs stockfish,alpha zero chess,alphazero vs stockfish,alpha zero vs stockfish 8,chess,chessnetwork,chess network,chess ai,google's deepmind,deep neural networks,general reinforcement learning algorithm,best chess player ever,alphazero masters chess,google's alphazero masters chess,google's deepmind ai",1090.0,0.0
c0bsKc4tiuY,Why you should make useless things | Simone Giertz,TED,1839884,86743.0,2372.0,"TEDTalk,TEDTalks,creativity,demo,design,funny,personal growth,robots,technology",718.0,
6N3hffFYe_U,Confronting my IRS Phone scammer,SupDaily06,1160874,27046.0,544.0,"supricky06,supdaily06,chris,thompson,captions,with,close,caption,ASL,cute,guys,men,advice,IRS scam,Irs scam prank,india,call center,scam,phone scam,troll",629.0,0.0
8HbvY1ZDhwg,Wham Bam Thank You Scam,Keithy Baby,2282336,17924.0,1856.0,"Scam,Scammers,Thailand scammers,Scammed,Documentary,confidence artists,true,real life,Confidence Artist (Character Occupation)",3261.0,0.0
f7MzFfuNOtY,The Truth about Hydrogen,Real Engineering,1853168,43186.0,2818.0,"engineering,science,technology,education,history,real,hydrogen,battery,renewable,energy,electric,car,energy density,climate change,fossil fuels,tesla,toyota,honda,vehicle",898.0,0.0
mf5otGNbkuc,Optical illusions show how we see | Beau Lotto,TED,1655130,11882.0,568.0,"TEDTalks,TED,talks,Beau Lotto,optical illusions,illusion,Lottolab,color,vision,perception,brain,mind,art,light,sight,information,patterns,relationships,puzzles,behavior,evolution,meaning,senses,visually impaired,for the blind,sound,uncertainty,honey,bee,bumblebee,bumble bee,psychology",1140.0,
FX1HaV_qjOM,TOP 30 FUNNIEST WRONG NUMBER TEXTS,BRIGHT SIDE,3282970,20874.0,5760.0,"text message stories,text message confusion,text message fails,wrong number texts,parent texts,relationship,texts from husband,texts from wife,awkward text messages,funny responses,texts from girlfriend,texts from boyfriend,dad texts,mom texts,text fails,flirty texts,funny videos,funny convs,responses to wrong number,conversation went wrong",729.0,0.0
5ncOyYzOP3w,SCAMMERS are Everywhere in CHINA!,serpentza,2539390,38656.0,3934.0,"serpentza,scammers,scams in china,scammed in china,Scams,Scam,Tea house scam,tea house,art student,art gallery scam,art gallery,rikshaw,rikshaw scam,silk street,cheating,lying,con artists,Beijing,thieves,beijing china,beijing scams,chinese,shenzhen,scammed,china how it is,scammer,extorted,living in china,prank,fraud,travel,con,Beer,Winston Sterzel,Shanghai,Shanghai scams,scam survivor,surviving scams,Double Standard Copyright Law in CHINA is UNFAIR,Laowhy86",1638.0,0.0
IHZwWFHWa-w,"Gradient descent, how neural networks learn | Deep learning, chapter 2",3Blue1Brown,1471937,36184.0,276.0,"three,machine learning,3 blue 1 brown,three blue one brown,3brown1blue,3b1b,brown,blue,Mathematics,one,neural networks,three brown one blue,deep learning,gradient descent,3 brown 1 blue",1261.0,1.0
LmpAntNjPj0,A Proof That The Square Root of Two Is Irrational,DONG,1888307,70904.0,1727.0,"vsauce,michael stevens,math,square root,proof,mathematical proof,integer,rational number,learn,fractions,irrational number,stem",1042.0,1.0
6H_9l9N3IXU,Will Quantum Computers break encryption?,Frame of Essence,618950,19570.0,406.0,,945.0,
r2Cd9gChRnc,32 Creative World Flags Made by True Geniuses,BRIGHT SIDE,2109509,34209.0,6523.0,"videos about countries,geography,unusual flags,the most interesting flags,fun geography,Brazil,Qatar,Romania,Denmark,Portugal,Jamaica,Switzerland,world flags",602.0,0.0
Ilg3gGewQ5U,"What is backpropagation really doing? | Deep learning, chapter 3",3Blue1Brown,958115,18622.0,167.0,"3 blue 1 brown,blue,3brown1blue,machine learning,Mathematics,3b1b,brown,three,three brown one blue,three blue one brown,deep learning,3 brown 1 blue,one,neural networks",834.0,1.0
NaL_Cb42WyY,Pi hiding in prime regularities,3Blue1Brown,800779,20173.0,234.0,"3 brown 1 blue,three brown one blue,3b1b,leibniz formula,3brown1blue,three blue one brown,one,math,pi formula,3 blue 1 brown,brown,mathematics,three,blue,number theory",1842.0,1.0
Z5bTMIdn8O4,Calcolo di un integrale definito,Giulio Broccoli,26837,179.0,12.0,"Video Lezioni di matematica cura Giulio D. Broccoli,matematica,facileesercizi,svolti,funzioni,geometria analitica,integrali,limiti,disequazioni,matrici,equazioni,sistemi lineari,integrale definito,integrale indefinito",358.0,1.0
hI9CaQD7P6I,Proof that 1 = 2.,John Hush,3280461,92620.0,7549.0,"proof;,2;,Mr.,John,Hush",179.0,1.0
BxpjA9t4dJE,Simple Pure CSS Spinners,Traversy Media,53288,2920.0,25.0,"css spinners,css loaders,css,css3,css animation,css keyframes,css loading,loading spinner",903.0,1.0
mQ-8gnnieRA,"$50 Fake MacBook Pro vs $1,500 MacBook Pro",Jonathan Morrison,4793187,48419.0,7498.0,"Apple,MacBook Pro,Fake MacBook,Fake MacBook Pro,MacBook Pro Clone,MacBook Pro Dummy,Tech,Unboxing,2017,iPhone,Fake iPhone,iphone 7,samsung,iphone 7 plus,airpods,mac,macbook,gadgets,android,new macbook pro,fake,best,jonathan morrison,tld,jet black airpods,samsung galaxy s8,samsung galaxy s8 unboxing,pro,video,airpods review,review,technology,2016,2016 macbook pro,touch bar",267.0,0.0
eTOKcxIujgE,Eros Ramazzotti - Più Bella Cosa (videoclip),ErosRamazzottiVEVO,66982148,185528.0,11516.0,"Eros Ramazzotti,Più Bella Cosa,Pop,Sony BMG Music Entertainment",267.0,0.0
dUFxaQc7B8k,Top 10 Longest any% Speedruns,EZScape,619767,7582.0,1286.0,"Super Mario 64,SM64,any%,speedrun,Biggest,Skips,Glitches,Glitch,Speedrunning,Top 10,Banjo,Spyro,Crash,Jak and Daxter,Legend of Zelda,Link's Awakening,Super,Mario,World,Donkey,Kong,64,Sonic,06,Meat,Boy,Pokemon,Dark,Souls,Legend of Dragoon,Pokemon Stadium 2,Xenogears,Dragon Quest,Final,Fantasy,Gran Turismo,ezscape",681.0,0.0
STpKoVY2ri8,Mastered UI Goku vs All Goku's Transformations - DragonBall Xenoverse 2,BjornTheBear,3302751,31275.0,2440.0,"xenoverse 2,dragon ball super,goku,jiren,vegeta,manga,anime,new dragon ball movie",982.0,0.0
X32dce7_D48,Why is 0! = 1?,Eddie Woo,3263485,85654.0,2235.0,,365.0,1.0
IOZO13rdhwU,integrali definiti (definizione e proprietà),Claudio Desiderio,9800,128.0,2.0,,1037.0,1.0
w1f6o1HQBvg,Il Volo - Grande amore (Videoclip),IlVoloVEVO,145474922,706007.0,58874.0,"Il Volo,IlVolovevo,vevo,official,video,music video,hq,single,album,Grande amore,Columbia,Pop,Il Volo Grande Amore",225.0,0.0
CvKXdhB_y9I,Top 10 Paper Mario Speedrun Moments in Smash The Record 2015 - IateYourPie STR 2015 Highlights,KoiandDragon,181059,1396.0,62.0,"Super Smash Bros. Brawl (Video Game),Super Smash Bros. Melee (Video Game),Super Smash Bros. (Video Game Series),Super Smash Bros. (Video Game),Super Smash Bros. For Nintendo 3DS And Wii U (Video Game),smash the record 2015,best of smash the record 2015,best of smash the record,koianddragon,Speedrun (Website Category),Paper Mario: The Thousand-Year Door (Video Game),iateyourpie paper mario,iateyourpie mario maker,iateyourpie speedrun,paper mario speed run",609.0,0.0
6S66jorlkeY,Proof that 1 = 2,aggieneer02,10484,68.0,27.0,"Proof,that,1,=,2",285.0,1.0
VcOCCrKlXRM,Laura Pausini-Strani Amori,mateus2156,17220546,48813.0,2660.0,"laura,pausini,strani,amori,italy,song,finland,speedstream,speedstream130",256.0,0.0
8N1cKs9JRq0,Top 10 Must Have MacBook Pro Accessories for 2017,Pro Hacker,907072,3977.0,1553.0,"prophethacker,macbook accessories,macbook pro accessories,apple macbook pro accessories,apple macbook accessories,macbook pro 2016,macbook,macbook 2016,apple macbook 2016,apple,best macbook pro accessories,macbook pro 2016 review,macbook pro 16 accessories,apple macbook,macbook pro 16 usb hub,macbook pro 16 stand,macbook pro,2016 macbook pro,2016 macbook,gadgets,tech,technology,retina display,2016,12 inch macbook,touch bar,touchbar,accessoris,amazon,usb-c",990.0,0.0
wutztfYqk0I,Top 10 Cringey Unluckiest Speedrun FAILS!,TheGamer,1437765,8560.0,4947.0,"speed run,choke,fail,Twitch,RNG,bad luck,Pokemon,Wind Waker,Super Mario,random,so close,Streamer,Final Fantasy 10,10,List,Fun,Funny,Family,Kids,Friends,Video,Movies,Popular,Entertaining,Entertainment,Video games,Games,Glitches,Glitch,Hidden,Secrets,Boss,cringey",659.0,0.0
5njUvlLWoRI,2+2=6 proof by calculus,S.Ramanujan Mind,1637041,9341.0,6799.0,"bb ki vines,shirley setia,2+2=5,2+2=6,1=2 proof,hinglish facts,total hack,sanam,technical guruji,ytadvise,my smart support,mathbff,Numberphile,s.ramanujan mind,Ramanujan,aaiye sikhte hai",290.0,1.0
wEbiwj0CY4U,Regole per il Calcolo degli Integrali Definiti (10),Marcello Dario Cerroni,9053,45.0,3.0,Integral,814.0,1.0
CTXcB8w5JQc,Prima lezione di INFORMATICA (prof. Giovanni Gallo),zammù multimedia - Università di Catania,76107,449.0,26.0,"Università di Catania,Prime lezioni di,Informatica,ZammùTv,Cof,Capitt",3819.0,1.0
MFZsxoen5Y0,FINAL BATTLE! Mastered Ultra Instinct Goku vs Jiren! Goku DEFEATED!? Dragon Ball Xenoverse 2!,Legendary Agwang,921256,11904.0,557.0,"Dragonball,Xenoverse,GT,Super,AF,Mods,Modding,Tutorial,Tut,Goku,Gohan,Trunks,Vegeta,Frieza,SSGSS,SSJ1,Saiyan",270.0,0.0
b617FReb9YI,Eros Ramazzotti - Quanto Amore Sei,ErosRamazzottiVEVO,23346433,40988.0,2718.0,"Pop,Eros Ramazzotti,Sony,BMG,Music,Entertainment,Quanto Amore Sei",251.0,0.0
K-HFRtLaxqY,Super Meat Boy any% (wrongwarp) in 0:04:47,VorpalSDA,711752,4860.0,458.0,"Super Meat Boy (Video Game),Glitch (Video Game),Speedrun (Website Category)",477.0,0.0
5q7BSLylhTo,"MacBook Pro 13"" (2017) vs Microsoft Surface Laptop - Full Comparison!",Justin Tse,777800,8595.0,654.0,"jtechapple,jtechappletv,apple macbook,apple macbook pro,macbook pro 13,best student laptop,best laptop for school,mac vs pc,microsoft surface laptop,mac os,windows 10,microsoft surface,surface laptop,surface pro,macbook pro 2017,apple macbook pro 2017,2017,speed test,comparison,touch bar,touchbar,microsoft surface laptop vs macbook pro,apple,macbook pro review,microsoft surface laptop review,macbook pro review 2017,performance,video editing,gaming",950.0,0.0
HibcMLxj55g,Apple WWDC 2018 Keynote in 6 Minutes: YouTuber Edition!,Jonathan Morrison,367393,14255.0,557.0,"WWDC Keynote,WWDC,WWDC 2018,WWDC 2018 Keynote,WWDC Recap,Recap,WWDC 2018 Recap,iOS 12,iOS 12 Features,macOS Mojave,macOS Mojave Features,MacBook,MacBook Pro,iPhone X,Apple,ios 12 beta 1,ios 12 released,ios 12 update,apple keynote,macos mojave,apple event june 2018,ios 12 rumors,macos,ios 12 release date,ios 12 beta,ios,iphone,macos 10.14,ios 12 new features",370.0,0.0
J2z5uzqxJNU,Dividing by zero?,Eddie Woo,2379230,60045.0,1820.0,"math,maths,mathematics,Division By Zero",549.0,1.0
DWKe6i-ia9c,Significato Geometrico degli Integrali ed Area tra due Curve,Elia Bombardelli,125782,2055.0,21.0,"integrali,area,integrali area,area tra due funzioni,analisi,calcolo area,integrali definiti,area grafico funzione,integrale,significato geometrico,grafico,sottografico,asse,sottesa,funzione,area sottesa al grafico,integrazione,definiti,definito,integrale definito,tablet pc,wacom,hp,video,lezioni,matematica,lessthan3math",899.0,1.0
LGW12hBxUbs,Best Mods of the Week (+ New Stage) - Dragon Ball FighterZ,BjornTheBear,248969,3372.0,187.0,"dragon ball fighterz,db fighterz,fighterz mods,dragon ball super,goku,jiren,vegeta,new dragon ball movie 2018",226.0,0.0
7rULs35adVA,Presentazione del corso BIG DATA E BASI DI DATI AZIENDALI,Università Telematica Internazionale UNINETTUNO,681,3.0,0.0,"Big Data,Basi di Dati,Aziendali,Giovanni Alfredo Barbieri,Uninettuno,UTIU",417.0,1.0
C6dpQWnRII0,Eros Ramazzotti - Se bastasse una canzone (Videoclip),ErosRamazzottiVEVO,23083822,55851.0,2638.0,"Eros Ramazzotti,Pop,Se bastasse una canzone,Sony BMG Music Entertainment",264.0,0.0
74Tw4sm34LQ,[Former Record] Cuphead - Any% in 24:58,The Mexican Runner,1079264,14917.0,919.0,"twitch,games,Cuphead,TMR,Complete,Beaten,TheMexicanRunner,NESMania,NES,Speedrun,SRL,Speed,Demos,Runs,Live,Nintendo,Let's Play,Super,Twitch,justin.tv,TMB,World Record,Rage Combo,Rage,Combo,Nintendomania,Games,Juegos,Runner,The,Mexican,Q*Bert,Qbert,Playthrough,Walktrough,Stream,Streamer,Impossible,Legit,Any%",1781.0,0.0
pEnXNd2z9bo,Unboxing The New $5000 MacBook Pro,Unbox Therapy,3224105,56618.0,3861.0,"unbox therapy,unboxtherapy,( ͡° ͜ʖ ͡°),tech,technology,gadgets,gadget,unboxing,review,unbox,therapy,new,youtube,macbook pro,new macbook pro,touch bar,macbook pro touch bar,2016,apple macbook pro,apple,macbook,pro,13,15,15 macbook pro,touch,bar,2016 macbook pro,touchbar,macbook pro 15,2016 macbook pro review,apple inc. (publisher),macbook pro review,macbook pro unboxing,macbook touch bar,space grey macbook pro,2016 macbook pro unboxing,macbook pro 2016",386.0,0.0
bjUoQbSJDJs,10 Stunning CSS 3D Effect You Must See,Red Stapler,606742,18223.0,721.0,"css 3d,css 3d animation,css 3d effect,css 3d text,css 3d button,css 3d cube,cool css effect,cool css design,css design idea,css idea,web design idea,web design inspiration,css3 example,3d css,css animation,css 3d transform animation,css 3d transform",180.0,0.0
xlBhqDOxolk,UI Beerus vs UI Goku (The Final Battle) - Dragon Ball Xenoverse 2,BjornTheBear,261564,4072.0,265.0,"dragon ball xenoverse 2,xenoverse 2,xenoverse 2 mods,dbxv2,dragon ball super,goku,vegeta,jiren,beerus,new dragon ball movie 2018",613.0,0.0
SnQNrYOvWR4,Top 10 Luck Dependent Speedruns,EZScape,873714,13859.0,522.0,"Top,10,Ten,Speedrun,Speedruns,Speedrunning,Speed,Run,SR,Choke,Chokes,WR,Personal,Best,PB,Games,Done,Quick,EZScape,GDQ,Apollo,Legend,of,Zelda,Ocarina,Time,OOT,WWHD,Wind,Waker,HD,Pokemon,Super,Mario,64,Luck,Dependent,Based,RNG,Glitch,Skip,Fail",698.0,0.0
Zb18eEvBNh0,NEW MacBook Pro TouchBar Review! | iJustine,iJustine,2279913,29613.0,4543.0,"ijustine,touch bar,macbook touchbar,macbook touch bar,review,how to use macbook touch bar,macbook,apple macbook touch bar,touch pad,touch key,butterfly keyboard,emoji,touch screen macbook,Apple",617.0,0.0
knMM9dRwIH4,The Best 2017 iMac Apple Doesn't Sell!,Snazzy Labs,1436233,26958.0,1217.0,"snazzy labs,quinn nelson,snazzyq,imac modification,fully loaded imac,diy imac,hackintosh vs imac,imac vs hackintosh,build a mac,imac cheap,best apple computer,best imac,best apple products,gaming on an imac,imac vs custom pc,2015 vs 2017 5k imac,2017,2017 imac,kaby lake imac,best mac apple doesn't sell,apple,most powerful mac,macbook pro vs imac,2017 imac review,ddr4,upgrade cpu,upgrade ram,upgrade ssd,imac pro,5k imac,imac,retina",534.0,0.0
r0_mi8ngNnM,What is 0 to the power of 0?,Eddie Woo,2546027,49766.0,1720.0,,862.0,1.0
9AVhwGKV2TE,integrale definito,luigia genoni,1161,6.0,1.0,,340.0,1.0
HUbi0z0msrk,THE MOST COMPLETE AND UPDATED ROSTER OF DRAGON BALL XENOVERSE 2 VERSION 1.09.04 (2000+ MODS),FNAV Producciones,573717,4421.0,581.0,,2140.0,0.0
kCQ4m-ui6yQ,Il Volo - L'amore si muove (Videoclip),IlVoloVEVO,35541196,160979.0,9516.0,"Il Volo Music,Il Volo Official Video,Il Volo Video,Il Volo Video Oficial,Il Volo Nuevo Video,Il Volo New Video,L'amore si muoveOfficial Video,Official Video,L'amore si muove Official Remix Video,L'amore si muove Single,Single,L'amore si muove Official Video,Il Volo New Single,Il Volo Single,Il Volo Song,L'amore si muove new song,L'amore si muove nueva canción,Il Volo nueva cancion,Il Volo sencillo,Il Volo nuevo sencillo,Il",298.0,0.0
WQpwcU8FTZk,Top 10 Yoshi's Island Speedrun Moments in Smash The Record 2015 - Trihex STR 2015 Highlights,KoiandDragon,198970,1646.0,47.0,"Super Smash Bros. Brawl (Video Game),Super Smash Bros. Melee (Video Game),Super Smash Bros. (Video Game Series),Super Smash Bros. (Video Game),Super Smash Bros. For Nintendo 3DS And Wii U (Video Game),smash the record 2015,best of smash the record 2015,best of smash the record,koianddragon,Super Mario World 2: Yoshi's Island (Video Game),Yoshi (Fictional Character),Speedrun (Website Category),trihex,trihex yoshi's island,trihex speedrun,grsmash top 10,grsmash",603.0,0.0
7QpJ_VDbIPA,MacBook Pro with TOUCHBAR Review,CaseyNeistat,5992210,145950.0,10832.0,,586.0,0.0
nlJ4WIj3j24,10 Signs  You’re Way More Intelligent Than You Realize,BRIGHT SIDE,12811208,197894.0,31568.0,"self-esteem,how to become confident,psychology tricks,self-respect,psychology,interesting facts,psychology of human behaviour,psychology facts,facts about people,psychological tricks,human nature,facts about human body,amazing facts,shocking facts,facts you never knew,brain power,body language,scientific facts,things you’ve never seen,unusual things",647.0,0.0
_pYfw-_KfIE,Teorema della media e teorema di Torricelli,Claudio Desiderio,13654,199.0,7.0,"Claudio Desiderio,Desiderio Claudio,Teorema della media,integrali definiti,Torricelli,teorema di Torricelli",990.0,1.0
joc5J-poAxg,GODLY BATTLE! Zeno VS All 12 Gods of Destruction - Dragon Ball Xenoverse 2 Mods,GOWBuuzer,1295222,9286.0,817.0,"dragon ball,dragonball z,GT,super,dragonball af,goku,vegeta,zell,freezer,frieza,cell,majin buu,baby,ssj blue,hack,mod,texture,PS4,xenoverse,PSP,tenkaichi tag team,GOWBuuzer,ssj5,gameplay,ps3,pc,download,trailer,shin budokai,PGV,gogeta,vegito,zamasu,goku black,ssj rose,beerus,bills,whis,vados,champa,hit,zeno,zeno-sama,episode,xenoverse 2,DLC,ssj4,budokai tenkaichi 3,daishinkan",290.0,0.0
ajTUqSXzZis,5 MacBook Upgrades from Amazon!,Dave Lee,931654,19994.0,1032.0,"Dave2D,dave lee,macbook pro,best macbook pro accessories,macbook pro accessories 2018,macbook,usb c,apple,laptop,notebook,best macbook accessories,macbook gadgets,macbook air accessories,apple imac accessories,best accessories for mac,xps,accessory,accessories",348.0,0.0
IiAVsYnHtwM,Vivo per lei con testo -Andrea Bocelli e Giorgia,Ile,11205785,36489.0,4063.0,"Andrea,Bocelli,Giorgia,Vivo,per,lei.",259.0,0.0
iBZaLPEhq04,Eros Ramazzotti - Un'Emozione Per Sempre,ErosRamazzottiVEVO,26819102,60409.0,3017.0,"Pop,Un'Emozione Per Sempre,Eros Ramazzotti,Sony,BMG,Music,Entertainment",235.0,0.0
Hnl4AyEO1I8,Mario & Luigi: Superstar Saga by altabiscuit in 1:29:28 - Summer Games Done Quick 2015 - Part 120,Games Done Quick,428429,2910.0,91.0,"AGDQ,Awesome Games Done Quick,Competition,GDQ,Game,Games Done Quick,Gaming,Mario,Metroid,Médecins Sans Frontières (Nonprofit Organization),Ocarina of Time,SDA,SGDQ,SRL,Speed Demos Archive,SpeedRunsLive,Speedrun,Summer Games Done Quick,Summer Games Done Quick 2015,Symphony of The Night,Twitch,Video Games,Zelda,eSport,eSports,speedrun,world records",6374.0,0.0
IUTGFQpKaPU,The Most Beautiful Equation in Math,Carnegie Mellon University,3889767,72790.0,2649.0,,230.0,1.0
8dOM8EHJoCE,Area segmento parabolico,Prof. Pica,1513,21.0,0.0,,263.0,1.0
bXsv_F0kfrs,New Macbook Air 2018 - Unboxing,LogicalBee,267129,1438.0,452.0,"Unboxing,Macbook air 2017,Macbook air Paytm,Apple macbook air unboxing,macbook air 2018,Apple macbook air 2018,Macbook Air 2018 - Unboxing,macbook air 2017 unboxing philippines,apple macbook air unboxing 2018,apple macbook air unboxing and review,apple macbook air 2018 review,macbook air 2017 review,macbook air 2017 gaming,macos high sierra bootable usb,New Macbook Air 2018,best laptop,macbook air vs macbook pro,hands on,new macbook air,apple macbook",296.0,0.0
PJjXnkd6bUQ,Eros Ramazzotti & Tina Turner - Cose Della Vita | VideoClip ᴴᴰ,congodfather,39178570,141826.0,4623.0,"eros,ramazzotti,tina,turner,hd,new,duet,cose,della,vita,cant,stop,thinking,of,you,HD,Rock Music,video clip,official,Tina Turner (Singer),Singing (Professional Field),New (song),Song,clip,NEW,cose della vita,Official VideoClip",298.0,0.0
aRdcptG365I,Most awkward moments at Minecon 2013,Crowbcat,5036223,67587.0,2483.0,"superkai64,notch,minecraft,cringe",496.0,0.0
No-T6NIytFE,A Teacher Changed My Life - Eddie Woo on SBS Insight,Eddie Woo,110291,1933.0,31.0,"math,maths,mathematics",284.0,0.0
GWM0elaag2s,maturità scientifica 2017 questionario quesito 1,Claudio Desiderio,1718,27.0,0.0,"Claudio,Desiderio,maturità scientifica 2017,quesito 1,integrali per parti",350.0,1.0
