videoId,title,author,viewCount,likes,dislikes,tags,lengthSeconds,IsEducational
LIZ78RwhSPc,American vs. British English - Vowel Sounds - Pronunciation differences,Rachel's English,3604342,69519,1972,"American,English,Pronunciation,learn,ESL,TESOL,spoken,yt:cc=on,British English,American vs. British,British vs. American,pronunciation differences,anglolink,minoo,minooanglolink,United Kingdom (Country),accent,english accent,learn english,american british accent,british english,british vs american,british accents,accents,american accent,british accent lesson",420.0,1
uFczjcxFDpM,L'affermazione di Napoleone,Treccani Scuola,14184,137,8,STORIA,224.0,1
iFuR97YcSLM,Prime Spirals - Numberphile,Numberphile,1094726,17103,144,"ulam,Spiral,prime,prime numbers,numberphile,Ulam Spiral,Prime Number (Field Of Study)",546.0,1
ZMZOk2i1TBY,COMPOSTI CHIMICI - Ossidi -1 di 2,Antonio Liperoti,61806,395,12,"liperoti,composti chimici,ossidi,preparazione",629.0,1
B9KITthfxS0,FISICA onde e vibrazioni,giovannicavalieri videoscuola,45513,242,8,"Physics (Idea),ONDE SONORE,VIBRAZIONI,FISICA,CAVALIERI GIOVANNI,LIM,DIDATTICA MULTIMEDIALE,IPSIA PRIMO LEVI DI PARMA",1140.0,1
0HzxqWBSudQ,Storia: La rivoluzione francese - Il direttorio,Lambe Canale,1954,25,2,"iMovie,lamberto giannini,filosofia post socrate,direttorio,rivoluzione,livorno,italia,francia,enriques liceo,scuola,ripetizione,lezione",449.0,1
Ldi2ovn8E64,REAZIONI CHIMICHE SPETTACOLARI | Amazing Chemical Reactions,different,19286,244,9,"chimica,reazioni chimiche",140.0,1
7DGH7IqGytM,NOMENCLATURA: da formula a nome,lachimica,15386,199,6,"iupac,stock,nome,struttura,Nome",2409.0,1
FCSaXPYJ1zk,WI2010 - La solitudine dei numeri primi - prof. Piergiorgio Odifreddi,Dipartimento di Informatica - Università di Torino,689616,5377,364,"diunito,unito,informatica,università degli studi di torino",3156.0,1
JGDoLc6ndWo,Fix these basic English pronunciation mistakes!,Learn English with Alex [engVid],546458,10130,494,"English grammar,English vocabulary,vocabulary,Learn English,engvid,IELTS,TOEFL,EnglishTeacherAdam,EnglishLessons4U,speak English,English classes,English As A Second Or Foreign Language,English,esl,lessons,brain training,phrasal verbs,TOEIC,anglais,inglese,inglés,Englisch,англи́йский,ins,angielski,engleză,anglicky,αγγλικά,İngilizce,إنجليزي,Inggris,Angol,native speaker,accent,improve accent,remove accent,american accent,pronunciation,tenses,past perfect,silent letters",528.0,1
WYijIV5JrKg,The Opposite of Infinity - Numberphile,Numberphile,2657440,37853,695,"numberphile,Infinity (Quotation Subject),infinitesimal,Calculus (Field Of Study)",905.0,1
t1Kcbba04Xs,"Teoria #10 - LAVORO e POTENZA, ENERGIA CINETICA, EQUINI",Step by Step,7312,256,5,"fisica,lezioni di fisica,fisica per i licei,liceo,liceo scientifico,liceo classico,liceo linguistico,università,istruzione,lezioni,studio,studiare,studiare fisica,imparare la fisica,esercizi di fisica,teoria di fisica,spiegazione,spiegazione di fisica,fisica e matematica,teoria fisica,insegnamento,lavoro,potenza,energia,energia cinetica,prodotto scalare,teorema dell'energia cinetica,dinamica,leggi di newton",719.0,1
azHtcHDDeXQ,Model Trains Running With Automatic Control,daspilker,2789551,7025,1007,"modellbahn,train,märklin,h0,railroad,model,marklin,wireless,feedback",542.0,0
TqRUNHhxdVg,Elementary Level - Learn English through Oxford English video,Learn English with English7Levels,514708,4682,207,"learn english,learn english with subtitles,learn english vocabulary,english listening,advanced english,Oxford english learning,intermediate english,english for beginner,english conversation,real english conversation,natural english conversation,english is fun,the best way to learn english,study english,english video,Headway,Elementary Level",2165.0,1
-XZjgAh9BjM,How I Scored 100th Percentile on the MCAT - How to Study,Med School Insiders,212693,4635,90,"How to MCAT,Study for MCAT,How to Study for the MCAT,MCAT study tips,MCAT prep,MCAT score,ace the mcat,mcat tips and tricks,mcat tips,med school test,mcat help,mcat strategies,study tips,mcat 2016,mcat review,my mcat results,improve mcat score,new mcat,mcat resources,study schedule,standardized test,mcat beast,mcat 100th percentile,perfect mcat score",514.0,0
7lhVUedc1a4,Stop Trying to Motivate Your Employees | Kerry Goyette | TEDxCosmoPark,TEDx Talks,671435,3947,432,"TEDxTalks,English,United States,Business,Emotions,Motivation,Personal education,Personal growth",1017.0,0
MysB4SfoWJw,The Best Of Leo Rojas | Leo Rojas Greatest Hits Full Album 2018,Música Mexicanos,17956829,115205,9280,"Leo Rojas,The Best Of Leo Rojas,Leo Rojas Greatest Hits Full Album 2017,Leo Rojas playlist,Leo Rojas collection,Leo Rojas album,Leo Rojas Der einsame Hirte,Leo Rojas El Condor Pasa,Leo Rojas Celeste,Leo Rojas super mix,Leo Rojas Son of Ecuador",4991.0,0
xQHUHMeyT-4,I 10 FISICI che dovresti conoscere!,Step by Step,432,23,0,"le 10 cose che,le 10 persone che,sbs,SBS,vlog,VLOG,unimib,UNIMIB,università,liceo,liceo scientifico,liceo classico,liceo linguistico,laurea,dottorato,diploma,fisici italiani,10 fisici famosi,10 fisici italiani,persone famose,fisici,fisica,matematica,NOBEL,premio NOBEL,premio Nobel,CERN,italiani che hanno vinto il NOBEL",781.0,0
haqgNwPVrso,How to Make an Electric Train at Home,Navin Khambhala # crazyNK,3603981,7651,1343,"creative ideas,creativity,Navin Khambhala,crazyNK,crazy nk,Do it yourself,bottle craft,how to make best out of waste,how to make best from waste,how to make a steam train,How to Build the Simplest Electric Train,How to make LEGO train tracks,Physics working models for science exhibition,How to produce electricity,how to generate electricity,how to make a electric magnet train,school project ideas",326.0,0
5FUo-83-U3Q,Listen English everyday to Improve English listening skills - Listening English Practice,Learn English by Cartoon,5117336,67297,3241,"listen english everyday,learn English speaking,improve,listening,skill,english,everyday,study english,learning english,english speaking,learn english through story,english for you,listen english story,practice listening english,listening skills,english change life,Listening English Practice",2994.0,1
1uKtNlPLPZw,"Calculating the pH of Acids, Acids & Bases Tutorial",sciencepost,365786,2847,196,"acis,acid,acids,base,bases,basic,acidic,acids and bases,acids & bases,acidic solutions,how to calculate pH,calculate,chemistry,'what is an acid,what is a base,what is pH,pH,what is acidic,HCl,H2SO4,hydrochloric acid,how do you calculate ph,calculate pH,ph of acid,[H+],hydronium,ion,solution chemistry,How to calculate the pH,How to calculate OH,How to calculate h ion,Acid--base Reaction,What is the pH",594.0,1
0C5UQbWzwg8,The (uncomfortable) truth of HR and leadership development | Patrick Vermeren | TEDxKMA,TEDx Talks,229286,1467,347,"TEDxTalks,English,Netherlands,Social Science,Development,Leadership,Pseudoscience,Psychology,Science",1168.0,0
MNnJE8ZFo8Y,"Teoria #14 bis - TEOREMA dell'IMPULSO, CENTRO DI MASSA, SUPER-WORKOUT",Step by Step,4026,98,1,"fisica,lezioni di fisica,fisica per i licei,liceo,liceo scientifico,liceo classico,liceo linguistico,università,istruzione,lezioni,studio,studiare,studiare fisica,imparare la fisica,esercizi di fisica,teoria di fisica,spiegazione,spiegazione di fisica,fisica e matematica,teoria fisica,insegnamento,urti,quantità di moto,impulso,teorema dell'impulso,centro di massa,baricentro,urti elastici,urti anelastici,posizione del centro di massa",636.0,1
y_1D9Tq8fI4,The Elder Scrolls VI Official Trailer TEASE (2019) SKYRIM 2 E3 2018 Game HD,ONE Media,131848,1207,410,"Cinema,Trailer,Official,Movie,Film,The Elder Scrolls VI,The Elder Scrolls VI trailer,SKYRIM 2,E3 2018",49.0,0
wuzUbVsVR2s,CYBERPUNK 2077 Official Trailer (2019) E3 2018 Game HD,Rapid Trailer,80639,962,33,"Cyberpunk 2077,Trailer,Cyberpunk 2077 Trailer,Game,2018,Gameplay,E3 2018,Playstation 4,PS4,Xbox One,Official,Cyberpunk (Game),Trailers 2018",118.0,0
ndGiKVDgbHI,Skull & Bones - Official Trailer | Ubisoft E3 2018,GameSpot,144763,2068,64,"Skull and Bones,Skull Bones,Skull & Bones e3,skull and bones trailer,Skull & Bones trailer,ubisoft,ubisoft e3,ubisoft press conference,e3 press conference,press conference,e3,e3 2018 trailer,e3 trailer,game,games,video game,gaming,juego,Skull & Bones,E3 2018",157.0,0
Q0CbN8sfihY,Star Wars: The Last Jedi Trailer (Official),Star Wars,52296228,761428,37801,"star wars,the last jedi,trailer,official trailer,rey,kylo ren,luke skywalker,movies,film,star wars VIII,star wars the last jedi,rian johnson,daisy ridley,john boyega,adam driver,carrie fisher,mark hamill,episode 8,episode viii",155.0,0
WR7cc5t7tv8,A Quiet Place (2018) - Official Trailer - Paramount Pictures,Paramount Pictures,20530959,71023,2467,,116.0,0
m8e-FF8MsqU,Matrix Trailer HD (1999),Face Off,2722905,6503,404,MatrixHD,151.0,0
kYzz0FSgpSU,The Matrix Reloaded (2003) Official Trailer #1 - Keanu Reeves Movie HD,Movieclips Classic Trailers,849834,2520,91,"movieclips,movie clips,movieclipstrailers,new trailers,trailers HD,hd,trailers,movieclipsDOTcom,trailer,2013,official,HD,zefr,classic trailers,oldhollywoodtrailers,jslewis,Matrix,Reloaded,The Matrix Reloaded movie,The Matrix Reloaded trailer,matrix,sequel,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,trinity,zion,sci-fi,action",152.0,0
fn5WNxy-Wcw,KINGDOM HEARTS III – E3 2018 Pirates of the Caribbean Trailer,KINGDOM HEARTS,3136089,61485,903,"Kingdom Hearts,KH3,Kingdom Hearts 3,Pirates of the Caribbean,Pirates,Nomura Tetsuya,Jack Sparrow,JRPG,Sora,Square E3,E3 2018,Sony,SIEA Conference",199.0,0
A2WnsyLv5Bo,"Nioh 2 Trailer, E3 2018",Kotaku,252991,1941,88,"Kotaku,video game,nioh 2",67.0,0
Qaj32KnlMyY,Babylon's Fall E3 2018 Trailer,Kotaku,85100,467,51,"Kotaku,video game,Babylon's Fall,Platinum Games,Platinum,Bayonetta",114.0,0
