videoId,title,author,viewCount,likes,dislikes,tags,lengthSeconds
CeuIop_j2bI,Quantum Computing 2018 Update,ExplainingComputers,169397,5743,169,"quantum computing,quantum,computing,quantum supremacy,what is a qubit,qubit,qubits,ibm q,ibm-q,ibm quantum computing,microsoft,microsoft quantum computing,google quantum computing,quantum ai,D-Wave Systems,D Wave Systems,D-Wave,D Wave,Alibaba,Alibana quantum computing,john preskill,quantum computing applications,quantum computing pioneers,IonQ,Quantum Circuits,Intel,Intel quantum computing,spin qubit,Intel spin qubit,Rigetti,ibm",876.0
p-MNSLsjjdo,The Quantum Experiment that Broke Reality | Space Time | PBS Digital Studios,PBS Space Time,3297234,47448,1772,"PBS Space Time,PBS,Space Time,Space,Time,Double Slit,Light Waves,Light,Photon,Electron,Buckminsterfullerine,bucky balls,electromagnetic field,electromagnetic,max planck,albert einstein,werner heisenberg,neils bohr,veritasium,quantum,physics,quantum physics,experiment,wavefunction,wave function,wave,particle",812.0
TgA2y-Bgi3c,The Mystery That Keeps Neil deGrasse Tyson Up At Night,The Late Show with Stephen Colbert,4480235,77313,2663,"The Late Show,Stephen Colbert,Colbert,Late Show,celebrities,late night,talk show,skits,bit,monologue,The Late Late Show,Late Late Show,letterman,david letterman,comedian,impressions,CBS,joke,jokes,funny,funny video,funny videos,humor,celebrity,celeb,hollywood,famous,James Corden,Corden,Comedy",541.0
zNzzGgr2mhk,How To Make a Quantum Bit,Veritasium,959890,20910,247,"veritasium,science,physics,quantum,bit,quantum bit,qubit,quantim computer,Quantum Mechanics (Idea),silicon,semiconductor,spin,Transistor (Invention),electron,spin up,spin down,microwaves,Electromagnetic Radiation (Invention),computer,solid state",471.0
qaIghx4QRN4,Where are all the aliens? | Stephen Webb,TED,1876730,26568,2742,"TEDTalk,TEDTalks,astronomy,cosmos,universe,science,space,physics,time,exploration,planets",799.0
F-nNTGK0wFw,Unanswered - Mysteries from the Mahabharata | Christopher Charles Doyle | TEDxYouth@NMS,TEDx Talks,1372918,21829,2963,"TEDxTalks,English,Humanities,Ancient world,Archeaology,Architecture,History",1099.0
opqIa5Jiwuw,Neuroscientist Explains One Concept in 5 Levels of Difficulty | WIRED,WIRED,1950049,57891,874,"brain,explainer,neuroscience,science,scientist,wired,explanation,connectome,neuroscientist,bobby kasthuri,bob kasthuri,dr. kasthuri,argonne national laboratory,argonne,science explanation,study of the brain,neural map,explaining,connectdome entrepreneur,connect,dome,5 levels,5 levels of,5 levels of difficulty",583.0
kF4ju6j6aLE,String theory - Brian Greene,TED-Ed,1731392,32819,620,"\Brian Greene\,\string,theory\,\superstring,TED,TED-Ed,\TED,Ed\,TEDEducation",1150.0
0g9SlVdv1PY,Google's self-learning AI AlphaZero masters chess in 4 hours,ChessNetwork,910341,14695,538,"alphazero,alpha zero,alpha zero vs stockfish,alpha zero chess,alphazero vs stockfish,alpha zero vs stockfish 8,chess,chessnetwork,chess network,chess ai,google's deepmind,deep neural networks,general reinforcement learning algorithm,best chess player ever,alphazero masters chess,google's alphazero masters chess,google's deepmind ai",1090.0
c0bsKc4tiuY,Why you should make useless things | Simone Giertz,TED,1839884,86743,2372,"TEDTalk,TEDTalks,creativity,demo,design,funny,personal growth,robots,technology",718.0
6N3hffFYe_U,Confronting my IRS Phone scammer,SupDaily06,1160874,27046,544,"supricky06,supdaily06,chris,thompson,captions,with,close,caption,ASL,cute,guys,men,advice,IRS scam,Irs scam prank,india,call center,scam,phone scam,troll",629.0
8HbvY1ZDhwg,Wham Bam Thank You Scam,Keithy Baby,2282336,17924,1856,"Scam,Scammers,Thailand scammers,Scammed,Documentary,confidence artists,true,real life,Confidence Artist (Character Occupation)",3261.0
f7MzFfuNOtY,The Truth about Hydrogen,Real Engineering,1853168,43186,2818,"engineering,science,technology,education,history,real,hydrogen,battery,renewable,energy,electric,car,energy density,climate change,fossil fuels,tesla,toyota,honda,vehicle",898.0
mf5otGNbkuc,Optical illusions show how we see | Beau Lotto,TED,1655130,11882,568,"TEDTalks,TED,talks,Beau Lotto,optical illusions,illusion,Lottolab,color,vision,perception,brain,mind,art,light,sight,information,patterns,relationships,puzzles,behavior,evolution,meaning,senses,visually impaired,for the blind,sound,uncertainty,honey,bee,bumblebee,bumble bee,psychology",1140.0
FX1HaV_qjOM,TOP 30 FUNNIEST WRONG NUMBER TEXTS,BRIGHT SIDE,3282970,20874,5760,"text message stories,text message confusion,text message fails,wrong number texts,parent texts,relationship,texts from husband,texts from wife,awkward text messages,funny responses,texts from girlfriend,texts from boyfriend,dad texts,mom texts,text fails,flirty texts,funny videos,funny convs,responses to wrong number,conversation went wrong",729.0
5ncOyYzOP3w,SCAMMERS are Everywhere in CHINA!,serpentza,2539390,38656,3934,"serpentza,scammers,scams in china,scammed in china,Scams,Scam,Tea house scam,tea house,art student,art gallery scam,art gallery,rikshaw,rikshaw scam,silk street,cheating,lying,con artists,Beijing,thieves,beijing china,beijing scams,chinese,shenzhen,scammed,china how it is,scammer,extorted,living in china,prank,fraud,travel,con,Beer,Winston Sterzel,Shanghai,Shanghai scams,scam survivor,surviving scams,Double Standard Copyright Law in CHINA is UNFAIR,Laowhy86",1638.0
IHZwWFHWa-w,"Gradient descent, how neural networks learn | Deep learning, chapter 2",3Blue1Brown,1471937,36184,276,"three,machine learning,3 blue 1 brown,three blue one brown,3brown1blue,3b1b,brown,blue,Mathematics,one,neural networks,three brown one blue,deep learning,gradient descent,3 brown 1 blue",1261.0
LmpAntNjPj0,A Proof That The Square Root of Two Is Irrational,DONG,1888307,70904,1727,"vsauce,michael stevens,math,square root,proof,mathematical proof,integer,rational number,learn,fractions,irrational number,stem",1042.0
6H_9l9N3IXU,Will Quantum Computers break encryption?,Frame of Essence,618950,19570,406,,945.0
r2Cd9gChRnc,32 Creative World Flags Made by True Geniuses,BRIGHT SIDE,2109509,34209,6523,"videos about countries,geography,unusual flags,the most interesting flags,fun geography,Brazil,Qatar,Romania,Denmark,Portugal,Jamaica,Switzerland,world flags",602.0
Ilg3gGewQ5U,"What is backpropagation really doing? | Deep learning, chapter 3",3Blue1Brown,958115,18622,167,"3 blue 1 brown,blue,3brown1blue,machine learning,Mathematics,3b1b,brown,three,three brown one blue,three blue one brown,deep learning,3 brown 1 blue,one,neural networks",834.0
NaL_Cb42WyY,Pi hiding in prime regularities,3Blue1Brown,800779,20173,234,"3 brown 1 blue,three brown one blue,3b1b,leibniz formula,3brown1blue,three blue one brown,one,math,pi formula,3 blue 1 brown,brown,mathematics,three,blue,number theory",1842.0
